customer_id,name,latitude,longitude,job_type,duration,mass,size,time_start,time_end,task_fulfiller,estimated_time_of_arrival,actual_time_of_arrival,task_status
c000040,龍崎工業區,22.92039,120.37451,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000041,中崙工業區,23.07409,120.21198,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000042,高雄岡山工業區,22.81096,120.26487,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000043,山上工業區,23.11433,120.34572,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000044,嘉太工業區,23.50849,120.35609,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000045,頭份工業區,24.68135,120.88886,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000046,仁武工業區,22.70143,120.34049,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000047,大將工業區,23.6937,120.47803,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000048,員林工業區,23.94171,120.56246,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000049,林園石化工業區,22.50462,120.40674,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000050,南崗工業區,23.92606,120.66374,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000051,民雄工業區,23.52208,120.4586,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000052,頭橋工業區,23.51973,120.43651,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000053,銅鑼工業區,24.4804,120.79243,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000054,內埔工業區,22.62894,120.53218,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000055,竹山農村工業區,23.76845,120.70247,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000056,允成工業區,22.83271,120.24082,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000057,大里工業區,24.10382,120.71501,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000058,新營工業區,23.31201,120.33111,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000059,鳳山工業區,22.61514,120.33241,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000060,龍德工業區,24.62953,121.82035,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000061,彰濱工業區線西區,24.14306,120.43356,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000062,屏南工業區服務中心,22.4121,120.57706,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000063,中山工業區,23.97758,120.57284,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000064,新市工業區,23.07989,120.29989,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000065,安平工業區,22.97316,120.17887,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000066,保安工業區,22.92342,120.24267,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000067,美崙工業區,24.01798,121.63435,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000068,屏南工業區,22.40998,120.57755,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000069,豐樂工業區,22.75644,121.13247,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000070,大新工業區,23.84802,120.57087,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000071,南勢工業區,24.03132,120.67518,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000072,三義工業區,24.38335,120.75162,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000073,芳苑工業區,23.91219,120.34662,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000074,竹南工業區,24.7093,120.87939,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000075,台中港關聯工業區,24.23547,120.52136,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000076,麥寮台塑工業區西部,23.78011,120.18015,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000077,大發工業區,22.58165,120.42875,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000078,全興工業區,24.16408,120.5084,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000079,彰濱鹿港工業區,24.07418,120.39299,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000080,官田工業區,23.20498,120.32206,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000081,大埔工業區,24.7156,120.90741,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000082,彰濱工業區,24.07881,120.41347,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000083,太平工業區,24.12551,120.72893,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000084,七股工業區,23.06429,120.04793,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000085,豐田工業區,23.6397,120.46609,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000086,埤頭農村工業區,23.87846,120.46113,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000087,建台工業區,22.96619,120.27543,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000088,義竹農村工業區,23.35949,120.21961,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000089,福興工業區,24.01174,120.48937,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000090,台中工業區,24.17059,120.6014,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000091,仁德工業區,22.92334,120.24602,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000092,屏東工業區,22.6621,120.4998,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000093,仁大工業區,22.71682,120.33615,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000094,台南新吉工業區,23.0815,120.18912,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000095,朴子工業區,23.43993,120.24863,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000096,雲林科技工業區,23.70563,120.52456,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000097,新港工業區,23.51736,120.39692,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000098,佳里工業區,23.18091,120.17628,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000099,台南科技工業區,23.04587,120.14828,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000100,永安工業區,22.81254,120.24996,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000101,臨海工業區,22.53368,120.36707,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000102,北斗工業區,23.88536,120.52445,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000103,台中工業區管理中心,24.16923,120.60775,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000104,西屯工業區,24.17548,120.65683,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000105,永康工業區,23.04585,120.27098,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000106,中興工業區,24.48538,120.80305,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000107,銅鑼工業區,24.47398,120.7929,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000108,中興工業區,24.50174,120.79934,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000109,頭份工業區,24.67412,120.89133,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000110,頭份工業區,24.6832,120.89781,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000111,竹南工業區,24.71326,120.87565,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000112,竹南工業區,24.70766,120.875,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000113,新竹工業區西區,24.86953,121.00384,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000114,台中幼獅工業區,24.40757,120.65213,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000115,石化工業區,22.48953,120.4113,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000116,台塑工業區,23.79631,120.2005,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000117,元長工業區,23.61413,120.33375,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000118,林口工業區,25.06018,121.37126,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000119,土城工業區,24.96044,121.41458,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000120,幼獅工業區,24.92564,121.17049,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000121,關連工業區,24.23673,120.52342,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000122,芳苑工業區,23.91923,120.35115,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000123,線西工業區,24.1274,120.42296,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000124,彰化濱海線西工業區,24.15097,120.44274,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000125,北斗工業區,23.88592,120.52172,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000126,大新工業區,23.85285,120.57633,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000127,彰化人纖專業工業區,23.8261,120.46174,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000128,竹山工業區,23.767,120.70516,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000129,高雄臨海工業區服務中心,22.56638,120.34528,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000130,高雄臨海工業區,22.56927,120.34331,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000131,和平工業區,24.31932,121.74175,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000132,永安工業區服務中心,22.80864,120.25203,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000133,光華工業區服務中心,23.93114,121.59441,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000134,大發工業區服務中心,22.57769,120.42877,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000135,永康工業區服務中心,23.04899,120.27413,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000136,新營工業區服務中心,23.30327,120.28145,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000137,雲林科技工業區,23.72159,120.52478,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000138,全興工業區服務中心,24.17141,120.51054,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
c000139,安平工業區服務中心,22.9737,120.18323,delivery,200,100,1,2020-08-25T01:00:00Z,2020-08-25T09:00:00Z,,,,
